City part,Street,Size (m²),Price,Price per m²,Lower,Number of rooms,Floor,Number of floors,Built year,Renovation years,Renovations,Construction type,Heating type,Refurbishment,Features,Extra areas,Extra stuff,Security,URL
Rasose,Ðvenèioniø ,86,700,8.14,FALSE,3,1,2,1900,0,FALSE,Mûrinis,Dujinis,Árengtas,"Atskiras áëjimas, aukðtos lubos, tualetas ir vonia atskirai, nauja kanalizacija, nauja elektros instaliacija, uþdaras kiemas, internetas, kabelinë televizija","Terasa, vieta automobiliui, drabuþinë","Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë, þidinys, plastikiniai vamzdþiai, duðo kabina","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-rasose-svencioniu-g-isnuomojamas-unikalus-3-ju-kambariu-butas-4-828205/
Senamiestyje,Gedimino p,20,330,16.5,FALSE,1,5,5,1950,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,"Atskiras áëjimas, aukðtos lubos, butas palëpëje, internetas, kabelinë televizija",Vieta automobiliui,"Su baldais, ðaldytuvas","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-gedimino-pr-nuomojami-apartamentai-gedimino-pr-galima-4-828111/
Senamiestyje,Ðv. Ignoto ,235,3000,12.77,FALSE,5,3,3,1940,0,FALSE,Mûrinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-sv-ignoto-g-isnuomojamas-isskirtinis-5-kambariu-235-4-828039/
Uþupyje,Polocko ,67.3,1500,22.29,FALSE,3,3,3,2016,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,"Aukðtos lubos, butas per kelis aukðtus, uþdaras kiemas, internetas, virtuvë sujungta su kambariu","Sandëliukas, terasa, vieta automobiliui","Su baldais, ðaldytuvas, indaplovë","Ðarvuotos durys, signalizacija, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-uzupyje-polocko-g-nuo-rugsejo-4-d-2018-m-isnuomojami-4-827859/
Ðnipiðkëse,Raitininkø ,129,1350,10.47,FALSE,4,1,6,2006,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-raitininku-g-ekskliuzyviniai-4-kambariu-apartamentai-su-4-827769/
Þvëryne,Latviø ,50,799,15.98,TRUE,3,2,3,2011,0,FALSE,Mûrinis,Dujinis,Árengtas,"Aukðtos lubos, nauja elektros instaliacija, uþdaras kiemas, internetas, virtuvë sujungta su kambariu","Balkonas, terasa, vieta automobiliui","Skalbimo maðina, su baldais, ðaldytuvas, ðildomos grindys, virtuvës komplektas, viryklë, þidinys, plastikiniai vamzdþiai, indaplovë, duðo kabina","Ðarvuotos durys, signalizacija, videokameros",http://www.aruodas.lt/butu-nuoma-vilniuje-zveryne-latviu-g-isnuomojamas-labai-gerai-irengtas-unikaliame-4-680067/
Uþupyje,Polocko ,74,1400,18.92,TRUE,3,1,3,2018,0,FALSE,Mûrinis,Centrinis,Árengtas,"Atskiras áëjimas, nauja elektros instaliacija, uþdaras kiemas, internetas, virtuvë sujungta su kambariu","Sandëliukas, terasa, vieta automobiliui","Skalbimo maðina, su baldais, ðaldytuvas, ðildomos grindys, virtuvës komplektas, viryklë, indaplovë, duðo kabina","Ðarvuotos durys, signalizacija, kodinë laiptinës spyna, videokameros, budintis sargas",http://www.aruodas.lt/butu-nuoma-vilniuje-uzupyje-polocko-g-vilniaus-senojo-miesto-sirdyje-isikurusiose-4-827477/
Senamiestyje,Vasario 16-osios ,64,1200,18.75,FALSE,2,4,5,1957,0,FALSE,Mûrinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-vasario-16-osios-g-isnuomojamas-erdvus-sviesus-ir-itin-4-827425/
Ðeðkinëje,Ðeðkinës ,64,530,8.28,FALSE,3,3,16,2005,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,"Nauja elektros instaliacija, internetas, kabelinë televizija, virtuvë sujungta su kambariu","Balkonas, vieta automobiliui, drabuþinë","Kondicionierius, skalbimo maðina, ðaldytuvas, virtuvës komplektas, viryklë, plastikiniai vamzdþiai, indaplovë, vonia","Ðarvuotos durys, signalizacija, kodinë laiptinës spyna, videokameros",http://www.aruodas.lt/butu-nuoma-vilniuje-seskineje-seskines-g-isnuomojamas-3-k-butas-seskineje-email-4-763991/
Naujamiestyje,Vytenio ,20,150,7.5,FALSE,1,2,2,2014,0,FALSE,Mûrinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-vytenio-g-kambariu-nuoma-vilniuje-jaunimui-turime-4-465554/
Naujamiestyje,T. Ðevèenkos ,45,500,11.11,FALSE,2,4,4,1960,1998,TRUE,Mûrinis,Centrinis,Árengtas,"Butas palëpëje, internetas, kabelinë televizija, virtuvë sujungta su kambariu",Vieta automobiliui,"Su baldais, ðaldytuvas, virtuvës komplektas, viryklë, duðo kabina","Signalizacija, videokameros, budintis sargas",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-t-sevcenkos-g-apartamentai-nuomojami-su-visais-patogiam-ir-4-827035/
Senamiestyje,Subaèiaus ,53,330,6.23,TRUE,3,3,3,1890,0,FALSE,Mûrinis,"Dujinis, kietu kuru",Kita,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-subaciaus-g-vilniaus-senamiestyje-nuomojamas-butas-su-4-756413/
Senamiestyje,Ðaltiniø ,127,1900,14.96,FALSE,4,5,5,2009,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-saltiniu-g-isnuomojamas-puikus-4-kambariu-2-ju-4-827001/
Senamiestyje,Vinco Kudirkos ,54.87,600,10.93,FALSE,2,3,4,2000,0,FALSE,Mûrinis,Dujinis,Árengtas,"Internetas, kabelinë televizija",,"Skalbimo maðina, su baldais, ðildomos grindys, duðo kabina","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-vinco-kudirkos-g-isnuomojamas-sviesus-2-kambariu-butas-4-826943/
Naujamiestyje,Vinco Kudirkos ,54.87,600,10.93,FALSE,2,3,4,2000,0,FALSE,Mûrinis,Dujinis,Árengtas,"Internetas, kabelinë televizija",,"Skalbimo maðina, su baldais, ðildomos grindys, duðo kabina","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-vinco-kudirkos-g-isnuomojamas-sviesus-2-kambariu-butas-4-826941/
Antakalnyje,Duburio ,45,420,9.33,TRUE,2,3,4,2017,0,FALSE,Mûrinis,Dujinis,Árengtas,"Nauja elektros instaliacija, internetas, virtuvë sujungta su kambariu","Balkonas, vieta automobiliui, drabuþinë","Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë, duðo kabina","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-duburio-g-naujo-buto-nuoma-antakalnyje-duburio-4-826927/
Senamiestyje,Subaèiaus ,36,550,15.28,FALSE,2,1,3,1940,0,FALSE,Mûrinis,Dujinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-subaciaus-g-isnuomojamas-puikus-2-kambariu-36-kvm-4-826883/
Antakalnyje,Ðilo ,79,900,11.39,FALSE,3,1,5,2005,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,"Aukðtos lubos, tualetas ir vonia atskirai, uþdaras kiemas, internetas, virtuvë sujungta su kambariu","Terasa, vieta automobiliui","Skalbimo maðina, su baldais, indaplovë, duðo kabina, vonia","Ðarvuotos durys, signalizacija, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-silo-g-isnuomojamas-skoningas-3k-butas-su-terasa-4-826873/
Naujininkuose,Panevëþio ,31,300,9.68,FALSE,1,2,5,1980,0,FALSE,Mûrinis,Centrinis,Árengtas,Nauja kanalizacija,Balkonas,"Su baldais, skalbimo maðina, ðaldytuvas, virtuvës komplektas, viryklë",Kodinë laiptinës spyna,http://www.aruodas.lt/butu-nuoma-vilniuje-naujininkuose-panevezio-g-isnuomojamas-1-kambario-butas-naujininkuose-4-826877/
Valakampiuose,Nemenèinës p,65.13,599,9.2,FALSE,2,3,3,2005,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,"Kabelinë televizija, internetas","Balkonas, terasa","Su baldais, kondicionierius, skalbimo maðina","Kodinë laiptinës spyna, ðarvuotos durys, signalizacija",http://www.aruodas.lt/butu-nuoma-vilniuje-valakampiuose-nemencines-pl-luxury-butas-valakampiuose-isnuomojamas-4-826851/
Ðnipiðkëse,Konstitucijos p,130,1350,10.38,FALSE,3,16,27,2004,0,FALSE,Mûrinis,Centrinis,Árengtas,"Nauja kanalizacija, kabelinë televizija, virtuvë sujungta su kambariu",Vieta automobiliui,"Ðildomos grindys, virtuvës komplektas, viryklë, ðaldytuvas, skalbimo maðina, su baldais, duðo kabina","Kodinë laiptinës spyna, ðarvuotos durys",http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-konstitucijos-pr-isnuomojami-dizaineres-irengti-labai-stilingi-4-826833/
Senamiestyje,Konstitucijos p,130,1350,10.38,FALSE,3,16,27,2004,0,FALSE,Mûrinis,Centrinis,Árengtas,"Nauja kanalizacija, kabelinë televizija, virtuvë sujungta su kambariu",Vieta automobiliui,"Ðildomos grindys, virtuvës komplektas, viryklë, ðaldytuvas, skalbimo maðina, su baldais, duðo kabina","Kodinë laiptinës spyna, ðarvuotos durys",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-konstitucijos-pr-isnuomojami-dizaineres-irengti-labai-stilingi-4-826829/
Senamiestyje,Vokieèiø ,60,600,10,FALSE,2,2,3,1960,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,Internetas,Vieta automobiliui,"Skalbimo maðina, su baldais, ðaldytuvas, ðildomos grindys, virtuvës komplektas, viryklë, indaplovë, vonia",,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-vokieciu-g-isnuomojamas-60-kv-m-dvieju-kambariu-butas-4-826775/
Verkiuose,Verkiø ,142,1400,9.86,FALSE,4,2,3,2007,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,"Nauja kanalizacija, nauja elektros instaliacija, uþdaras kiemas, internetas, kabelinë televizija, virtuvë sujungta su kambariu","Balkonas, vieta automobiliui","Kondicionierius, skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë, plastikiniai vamzdþiai, indaplovë, duðo kabina, vonia","Ðarvuotos durys, signalizacija, kodinë laiptinës spyna, videokameros, budintis sargas",http://www.aruodas.lt/butu-nuoma-vilniuje-verkiuose-verkiu-g-isnuomojamas-isskirtinis-erdvus-butas-4-826705/
Paðilaièiuose,Paðilaièiø ,56,380,6.79,FALSE,3,9,9,1985,0,FALSE,Monolitinis,Centrinis kolektorinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-pasilaiciu-g-sauletas-triju-atskiru-kambariu-butas-mazos-4-826647/
Pilaitëje,M. Maþvydo ,61,420,6.89,FALSE,2,6,7,2007,0,FALSE,Mûrinis,Centrinis,Árengtas,"Internetas, kabelinë televizija, virtuvë sujungta su kambariu",Balkonas,"Skalbimo maðina, su baldais, ðaldytuvas, ðildomos grindys, virtuvës komplektas, viryklë, vonia","Ðarvuotos durys, signalizacija, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-m-mazvydo-g-nuo-vasario-men-2017-m-isnuomojamas-2-4-217011/
Þvëryne,Sakalø ,90,950,10.56,TRUE,3,3,6,2008,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,"Tualetas ir vonia atskirai, nauja kanalizacija, nauja elektros instaliacija, uþdaras kiemas, internetas, kabelinë televizija, virtuvë sujungta su kambariu","Vieta automobiliui, drabuþinë","Skalbimo maðina, su baldais, ðaldytuvas, ðildomos grindys, virtuvës komplektas, viryklë, plastikiniai vamzdþiai, indaplovë, duðo kabina, vonia","Ðarvuotos durys, signalizacija, kodinë laiptinës spyna, videokameros",http://www.aruodas.lt/butu-nuoma-vilniuje-zveryne-sakalu-g-isnuomojamas-puikaus-dizaino-3-kambariu-90-4-826595/
Senamiestyje,J. Jasinskio ,20,800,40,FALSE,1,5,6,1995,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,"Internetas, virtuvë sujungta su kambariu",Balkonas,Su baldais,Ðarvuotos durys,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-j-jasinskio-g-isnuomojamas-jaukus-ir-sviesus-20m-4-826529/
Senamiestyje,J. Basanavièiaus ,42,550,13.1,FALSE,1,2,2,1940,0,FALSE,Mûrinis,Elektra,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-j-basanaviciaus-g-nuomojamas-itin-sviesus-ir-jaukus-naujai-4-826515/
Naujojoje Vilnioje,Arimø ,15,100,6.67,FALSE,9,2,2,2018,0,FALSE,Mûrinis,Dujinis,Árengtas,"Aukðtos lubos, atskiras áëjimas, kabelinë televizija, internetas, tualetas ir vonia atskirai, nauja kanalizacija, nauja elektros instaliacija, renovuotas namas","Sandëliukas, vieta automobiliui","Su baldais, plastikiniai vamzdþiai, skalbimo maðina, ðaldytuvas, virtuvës komplektas, viryklë, duðo kabina","Kodinë laiptinës spyna, signalizacija, budintis sargas",http://www.aruodas.lt/butu-nuoma-vilniuje-naujojoje-vilnioje-arimu-g-hostelis-sokolado-namai-trumpalaike-4-826513/
Senamiestyje,A. Strazdelio ,46,550,11.96,TRUE,2,3,4,2007,2007,TRUE,Mûrinis,"Centrinis, elektra",Árengtas,"Atskiras áëjimas, aukðtos lubos, nauja kanalizacija, uþdaras kiemas, internetas, kabelinë televizija, virtuvë sujungta su kambariu","Vieta automobiliui, drabuþinë","Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë, plastikiniai vamzdþiai, indaplovë, vonia","Ðarvuotos durys, kodinë laiptinës spyna, videokameros",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-a-strazdelio-g-nuomojamas-46-kvm-pilnai-irengtas-butas-su-4-826411/
Fabijoniðkëse,S. Stanevièiaus ,25,130,5.2,TRUE,1,16,17,1990,0,FALSE,Monolitinis,Centrinis,Árengtas,"Tualetas ir vonia atskirai, internetas",,"Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë, indaplovë, duðo kabina","Ðarvuotos durys, signalizacija",http://www.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-s-staneviciaus-g-atsilaisvina-kambarys-4-kambariu-100-kvm-4-826341/
Ðnipiðkëse,Lvovo ,86,650,7.56,FALSE,3,2,4,2000,0,FALSE,Mûrinis,Dujinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-lvovo-g-isnuomojamas-jaukus-ir-sviesus-3-kambariu-4-826257/
Þvëryne,D. Poðkos ,65.86,725,11.01,TRUE,3,1,2,1909,0,FALSE,Medinis,Dujinis,Árengtas,"Atskiras áëjimas, aukðtos lubos, nauja kanalizacija, nauja elektros instaliacija, virtuvë sujungta su kambariu","Sandëliukas, terasa, rûsys, vieta automobiliui, drabuþinë","Skalbimo maðina, su baldais, ðaldytuvas, ðildomos grindys, virtuvës komplektas, viryklë, plastikiniai vamzdþiai, duðo kabina",Signalizacija,http://www.aruodas.lt/butu-nuoma-vilniuje-zveryne-d-poskos-g-domina-tik-ilgalaikes-nuomos-pasiulymai-4-826253/
Þirmûnuose,Þirmûnø ,12,160,13.33,FALSE,1,11,12,1980,0,FALSE,Mûrinis,Centrinis,Árengtas,"Tualetas ir vonia atskirai, nauja kanalizacija, nauja elektros instaliacija, internetas, kabelinë televizija",,"Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë, plastikiniai vamzdþiai, vonia","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-zirmunu-g-isnuomuojamas-vienas-kambarys-triju-4-826251/
Senamiestyje,Ðermukðniø ,30,300,10,TRUE,1,1,2,1960,0,FALSE,Mûrinis,"Centrinis, kita",Árengtas,"Tualetas ir vonia atskirai, nauja kanalizacija, nauja elektros instaliacija, internetas",,"Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë, plastikiniai vamzdþiai, duðo kabina","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-sermuksniu-g-isnuomojama-vieno-kambariu-butas-4-826247/
Naujamiestyje,Smolensko ,70,695,9.93,FALSE,2,7,11,2009,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-smolensko-g-nuomojamas-tobulas-butas-su-parkingu-4-695217/
Naujamiestyje,Vytenio ,40,550,13.75,TRUE,2,3,4,2000,2018,TRUE,Blokinis,Dujinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-vytenio-g-puikios-naujienos-loftu-myletojams-4-826229/
Senamiestyje,Mindaugo ,56,850,15.18,FALSE,2,4,6,2016,0,FALSE,Mûrinis,"Elektra, centrinis kolektorinis",Árengtas,"Aukðtos lubos, nauja kanalizacija, nauja elektros instaliacija, virtuvë sujungta su kambariu","Sandëliukas, balkonas, vieta automobiliui, drabuþinë","Kondicionierius, skalbimo maðina, su baldais, ðaldytuvas, ðildomos grindys, virtuvës komplektas, viryklë, indaplovë, duðo kabina","Ðarvuotos durys, signalizacija, kodinë laiptinës spyna, videokameros",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-mindaugo-g-visiskai-naujas-butas-irengtas-kokybiskai-ir-4-760203/
Fabijoniðkëse,Vytauto Maèernio ,64,750,11.72,FALSE,2,2,2,2018,0,FALSE,Mûrinis,Dujinis,Árengtas,"Kabelinë televizija, internetas, virtuvë sujungta su kambariu","Balkonas, terasa","Su baldais, skalbimo maðina","Kodinë laiptinës spyna, ðarvuotos durys, signalizacija",http://www.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-vytauto-macernio-g-nuomojamas-2k-butas-visoriuose-4-826065/
Visoriuose,Vytauto Maèernio ,64,750,11.72,FALSE,2,2,2,2018,0,FALSE,Mûrinis,Dujinis,Árengtas,"Kabelinë televizija, internetas, virtuvë sujungta su kambariu","Balkonas, terasa","Su baldais, skalbimo maðina","Kodinë laiptinës spyna, ðarvuotos durys, signalizacija",http://www.aruodas.lt/butu-nuoma-vilniuje-visoriuose-vytauto-macernio-g-nuomojamas-2k-butas-visoriuose-4-826063/
Visoriuose,Vytauto Maèernio ,69,900,13.04,FALSE,2,2,2,2018,0,FALSE,Mûrinis,Dujinis,Árengtas,"Kabelinë televizija, internetas, virtuvë sujungta su kambariu","Balkonas, terasa","Su baldais, skalbimo maðina","Kodinë laiptinës spyna, ðarvuotos durys, signalizacija",http://www.aruodas.lt/butu-nuoma-vilniuje-visoriuose-vytauto-macernio-g-nuomojamas-2k-butas-visoriuose-4-826061/
Antakalnyje,V. Grybo ,54,500,9.26,FALSE,2,5,6,2014,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,,"Sandëliukas, balkonas, terasa, vieta automobiliui, drabuþinë","Skalbimo maðina, su baldais, ðaldytuvas, ðildomos grindys, virtuvës komplektas, viryklë","Ðarvuotos durys, signalizacija, kodinë laiptinës spyna, videokameros",http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-v-grybo-g-stilingas-ir-jaukus-butas-naujos-statybos-4-825983/
Senamiestyje,Pilies ,130,1300,10,FALSE,5,3,3,1900,0,FALSE,Mûrinis,"Centrinis, elektra, centrinis kolektorinis",Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-pilies-g-nuomojamas-5-kambariu-puikus-butas-vilnius-m-4-825817/
Naujamiestyje,Smolensko ,74,500,6.76,FALSE,2,5,11,2008,0,FALSE,Mûrinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-smolensko-g-jaukusirengtas-2-kambariu-butas-smolenskio-g-4-825199/
Baltupiuose,Didlaukio ,53,390,7.36,TRUE,2,7,16,2004,0,FALSE,Monolitinis,Centrinis kolektorinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-didlaukio-g-nuo-liepos-1-d-nuomojamas-jaukus-ir-patogus-4-825537/
Ðnipiðkëse,Sporto ,69,600,8.7,FALSE,3,3,6,2004,0,FALSE,Kita,Kita,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-sporto-g-3k-buto-nuoma-su-garazu-skelbimo-4-825511/
Uþupyje,Uþupio ,130,1700,13.08,FALSE,4,2,2,1940,0,FALSE,Mûrinis,Dujinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-uzupyje-uzupio-g-isnuomojamas-4-kambariu-130-kvm-butas-per-4-825489/
Senamiestyje,Subaèiaus ,61,750,12.3,FALSE,2,3,3,2005,0,FALSE,Mûrinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-subaciaus-g-isnuomojamas-2-kambariu-61-kvm-butas-4-825299/
Justiniðkëse,Taikos ,83,555,6.69,TRUE,4,2,6,2006,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,"Tualetas ir vonia atskirai, internetas, kabelinë televizija","Balkonas, vieta automobiliui","Skalbimo maðina, su baldais, ðaldytuvas, ðildomos grindys, virtuvës komplektas, viryklë, plastikiniai vamzdþiai, indaplovë, duðo kabina, vonia","Ðarvuotos durys, signalizacija, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-justiniskese-taikos-g-nuomojamas-puikiai-irengtas-naujos-statybos-4-825233/
Ðnipiðkëse,Kalvarijø ,28,360,12.86,FALSE,1,2,4,1900,0,FALSE,Mûrinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-kalvariju-g-butu-nuoma-snipiskese-1-vieno-kambario-su-4-825211/
Naujininkuose,Broliø ,25.33,250,9.87,FALSE,1,4,5,1969,0,FALSE,Mûrinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-naujininkuose-broliu-g-nuomojamas-1-kambario-butas-broliu-gatveje-4-824923/
Naujamiestyje,Algirdo ,76,700,9.21,FALSE,2,5,5,1930,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-algirdo-g-objekto-id-7252-nera-tarpininkavimo-4-824761/
Senamiestyje,Gynëjø ,32,450,14.06,FALSE,1,3,9,2006,0,FALSE,Mûrinis,"Elektra, kita",Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-gyneju-g-nuomojamas-vieno-kambario-butas-vilniaus-4-824573/
Fabijoniðkëse,Kaimelio ,68,529,7.78,FALSE,3,2,3,2003,0,FALSE,Mûrinis,Elektra,Árengtas,"Atskiras áëjimas, nauja kanalizacija, nauja elektros instaliacija, uþdaras kiemas, internetas, kabelinë televizija, virtuvë sujungta su kambariu","Sandëliukas, balkonas, terasa, vieta automobiliui","Skalbimo maðina, su baldais, ðaldytuvas, ðildomos grindys, virtuvës komplektas, viryklë, plastikiniai vamzdþiai, indaplovë, duðo kabina","Ðarvuotos durys, signalizacija, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-kaimelio-g-nuomojamas-stilingai-irengtas-3-k-butas-4-824251/
Senamiestyje,Didþioji ,103,750,7.28,FALSE,4,2,2,1940,0,FALSE,Mûrinis,Centrinis,Árengtas,"Aukðtos lubos, kabelinë televizija, internetas, virtuvë sujungta su kambariu",Balkonas,"Vonia, su baldais, skalbimo maðina",,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-didzioji-g-keturiu-kambariu-butas-senamiestyje-su-4-824049/
Senamiestyje,Savièiaus ,66,730,11.06,FALSE,3,3,3,1901,0,FALSE,Mûrinis,Dujinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-saviciaus-g-nuomojamas-itin-sviesus-ir-jaukus-pacioje-4-823997/
Þirmûnuose,M. Katkaus ,27,400,14.81,FALSE,1,8,9,2018,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-m-katkaus-g-nuomojamas-1-kambario-butas-naujame-name-4-823983/
Senamiestyje,Rûdninkø ,55,550,10,FALSE,2,3,3,1977,0,FALSE,Mûrinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-rudninku-g-isnuomojamas-jaukus-2-kambariu-55-kvm-butas-4-823715/
Ðnipiðkëse,Olimpieèiø ,125.44,1700,13.55,FALSE,4,2,3,2005,0,FALSE,Mûrinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-olimpieciu-g-isnuomojamas-puikus-4-kambariu-12544-m-4-823681/
Þvëryne,Stumbrø ,50,550,11,FALSE,2,2,6,2015,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-zveryne-stumbru-g-isnuomojamas-gerai-irengtas-2-kambariu-butas-4-823527/
Senamiestyje,Pilies ,94.96,635,6.69,FALSE,2,3,3,1730,0,FALSE,Mûrinis,Dujinis,Árengtas,"Nauja elektros instaliacija, uþdaras kiemas, internetas, kabelinë televizija, virtuvë sujungta su kambariu","Vieta automobiliui, drabuþinë","Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë, þidinys, duðo kabina","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-pilies-g-nuomojamas-2-ju-kambariu-butas-vilniaus-4-823473/
Naujamiestyje,Mindaugo ,156,1500,9.62,FALSE,4,2,7,2005,0,FALSE,Blokinis,"Centrinis kolektorinis, centrinis",Árengtas,"Virtuvë sujungta su kambariu, butas per kelis aukðtus","Balkonas, vieta automobiliui","Duðo kabina, þidinys, vonia","Ðarvuotos durys, videokameros, signalizacija, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-mindaugo-g-labai-erdvus-4-kambariu-butas-su-zidiniu-per-4-823427/
Senamiestyje,Klaipëdos ,52,750,14.42,FALSE,2,2,3,2013,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,"Aukðtos lubos, virtuvë sujungta su kambariu","Balkonas, vieta automobiliui","Skalbimo maðina, su baldais, ðaldytuvas, ðildomos grindys, virtuvës komplektas, viryklë, þidinys, indaplovë, duðo kabina","Ðarvuotos durys, signalizacija, kodinë laiptinës spyna, videokameros",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-klaipedos-g-nuomojamas-isskirtinis-2-kambariu-butas-4-823197/
