District,Street,Area (m²),Price,Price/m²,Lower price,Number of rooms,Floor,Floors,Built year,Renovation year,Renovation,Building type,Heating type,Refurbishment,Features,Extra parts,Extra stuff,Security,Description,URL,City
Senamiestyje,Vinco Kudirkos ,54.87,600,10.93,FALSE,2,3,4,2000,0,FALSE,Mūrinis,Dujinis,Įrengtas,"Internetas, kabelinė televizija",,"Skalbimo mašina, su baldais, šildomos grindys, dušo kabina","Šarvuotos durys, kodinė laiptinės spyna","Išnuomojamas šviesus 2 kambarių butas Senamiestyje su dujiniu šildymu. Butas jau lasvas.  BENDRA INFORMACIJA  • Adresas: V. Kudirkos g., Vilnius  • Bendras plotas: 54,87 kv.m  • Aukštas 3 iš 4 • Kambarių sk.: 2 • Namo tipas: mūrinis, pastatytas 2000 m.  • Būklė: įrengtas  • Prancūziškas balkonas IŠPLANAVIMAS  • Suplanuoti 2 kambariai  • Miegamasis • Svetainė su toliau esančia virtuvės erdve • Valgomasis (su atsiveriančiais vaizdais) • Vonios kambarys, jame dušo kabina, skalbimo mašina. • Prancūziškas balkonas KOMUNIKACIJOS  • Šildymas: dujinis (katilas bute) • Internetas, kabelinė: yra  ĮRENGIMAS IR APDAILA  • Butas labai šviesus ir šiltas • Langai: plastikiniai (orientuoti į rytus) su vaizdu į Vilniaus bažnyčias ir dangoraižius. • Grindys: laminatas  • Virtuvėje yra visa reikalinga buitinė technika  VIETA  • Rakinama bei tvarkoma laiptinė  • Yra telefonspynė  INFRASTRUKTŪRA  • Butas yra geroje lokacinėje vietoje, geras susisiekimas, patogus privažiavimas iki namo.  • 30 m iki viešojo transporto stotelės (Mikalojaus Konstantino Čiurlionio st.)  • 5 min pėsčiomis iki Vilniaus miesto centro  • Šalia: prekybos centrai „Maxima“, „IKI“        ",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-vinco-kudirkos-g-isnuomojamas-sviesus-2-kambariu-butas-4-826943/,Vilnius
Naujamiestyje,Vinco Kudirkos ,54.87,600,10.93,FALSE,2,3,4,2000,0,FALSE,Mūrinis,Dujinis,Įrengtas,"Internetas, kabelinė televizija",,"Skalbimo mašina, su baldais, šildomos grindys, dušo kabina","Šarvuotos durys, kodinė laiptinės spyna","Išnuomojamas šviesus 2 kambarių butas Naujamiestyje su dujiniu šildymu. Butas jau lasvas.  BENDRA INFORMACIJA  • Adresas: V. Kudirkos g., Vilnius  • Bendras plotas: 54,87 kv.m  • Aukštas 3 iš 4 • Kambarių sk.: 2 • Namo tipas: mūrinis, pastatytas 2000 m.  • Būklė: įrengtas  • Prancūziškas balkonas IŠPLANAVIMAS  • Suplanuoti 2 kambariai  • Miegamasis • Svetainė su toliau esančia virtuvės erdve • Valgomasis (su atsiveriančiais vaizdais) • Vonios kambarys, jame dušo kabina, skalbimo mašina. • Prancūziškas balkonas KOMUNIKACIJOS  • Šildymas: dujinis (katilas bute) • Internetas, kabelinė: yra  ĮRENGIMAS IR APDAILA  • Butas labai šviesus ir šiltas • Langai: plastikiniai (orientuoti į rytus) su vaizdu į Vilniaus bažnyčias ir dangoraižius. • Grindys: laminatas  • Virtuvėje yra visa reikalinga buitinė technika  VIETA  • Rakinama bei tvarkoma laiptinė  • Yra telefonspynė  INFRASTRUKTŪRA  • Butas yra geroje lokacinėje vietoje, geras susisiekimas, patogus privažiavimas iki namo.  • 30 m iki viešojo transporto stotelės (Mikalojaus Konstantino Čiurlionio st.)  • 5 min pėsčiomis iki Vilniaus miesto centro  • Šalia: prekybos centrai „Maxima“, „IKI“        ",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-vinco-kudirkos-g-isnuomojamas-sviesus-2-kambariu-butas-4-826941/,Vilnius
Antakalnyje,Duburio ,45,420,9.33,TRUE,2,3,4,2017,0,FALSE,Mūrinis,Dujinis,Įrengtas,"Nauja elektros instaliacija, internetas, virtuvė sujungta su kambariu","Balkonas, vieta automobiliui, drabužinė","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, dušo kabina","Šarvuotos durys, kodinė laiptinės spyna","NAUJO BUTO NUOMA, ANTAKALNYJE, DUBURIO GATVĖJE, 2 KAMBARIŲ SU VISAIS BALDAIS IR VISA BUITINE TECHNIKA.  BUTAS JAU LAISVAS  NUOMOJAMAS BUTAS VILNIUJE  Duburio g., 3 aukštas iš 4, 45 kv.m., 2017 m. Mūrinis, balkonas, svetainė-virtuvė kartu, tamsusis kambarys, vonia ir tualetas kartu.  NUOMOJAMO BUTO ĮRENGIMAS  Dažytos sienos, dušas, laminatas, langai plastikiniai, plytelės, šarvo durys.  NUOMOJAMAME BUTE YRA VISI BALDAI (Nauji)  Virtuvėje: integruoti virtuvės baldai, kėdės, spintelės, stalas.  Svetainėje: sofa, spintelė.  Miegamajame: dvigulė lova, spintelės prie lovos.  Prieškambaryje: sieninė spinta, tamsusis-drabužinė.  VISA BUITINĖ TECHNIKA  Gartraukis,, šaldytuvas, skalbimo mašina, viryklė.  LAIPTINĖ  Tvarkinga laiptinė. Grindys išklotos plytelėmis, langai plastikiniai.  PARKINGAS  vieta automobiliui bendrame kieme. Esant poreikiui gali būti dvi vietos. VIETA IR SUSISIEKIMAS  Dvarčionių geomorfologinio draustinio. Iki Vilniaus rotušės ~11 km.  Netoli esantis Vilniaus Gedimino technikos universitetas.",http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-duburio-g-naujo-buto-nuoma-antakalnyje-duburio-4-826927/,Vilnius
Senamiestyje,Subačiaus ,36,550,15.28,FALSE,2,1,3,1940,0,FALSE,Mūrinis,Dujinis,Įrengtas,,,,,"Išnuomojamas puikus 2 kambarių, 36 kv.m. butas, tinkantis ir biurui, Subačiaus/Bokšto g., Senamiestis. Atskiras įėjimas, ekonominis DUJINIS ŠILDYMAS, du kambariai, vienas pereinamas, įrengta virtuvėlė, vonios kambarys - dušas ir wc. Nuomojamas su biuro baldais. Nuo liepos 1d. -- Objekto nr. Ober-Haus tinklapyje www.ober-haus.lt/OH334512        ",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-subaciaus-g-isnuomojamas-puikus-2-kambariu-36-kvm-4-826883/,Vilnius
Antakalnyje,Šilo ,79,900,11.39,FALSE,3,1,5,2005,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Aukštos lubos, tualetas ir vonia atskirai, uždaras kiemas, internetas, virtuvė sujungta su kambariu","Terasa, vieta automobiliui","Skalbimo mašina, su baldais, indaplovė, dušo kabina, vonia","Šarvuotos durys, signalizacija, kodinė laiptinės spyna","Išnuomojamas skoningas 3k butas su terasa Šilo g, Antakalnyje! Porai, be vaikų ir augintinių... BUTO APRAŠYMAS • Baldai • Visa buitinė technika • Aukštos lubos • Vitrininiai langai į terasą • Natūralaus medžio parketlentės • Signalizacija, apsauginės metalinės žaliuzės • Du san.mazgai NAMO APRAŠYMAS • Mūrinis 2005m statybos namas • Domofonas • Požeminė parkavimo aikštelė į kainą įskaičiuota VIETOS APRAŠYMAS • Katedra – 3,3km • Karo akademija – 500m • Šilo Maxima - 200m        ",http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-silo-g-isnuomojamas-skoningas-3k-butas-su-terasa-4-826873/,Vilnius
Naujininkuose,Panevėžio ,31,300,9.68,FALSE,1,2,5,1980,0,FALSE,Mūrinis,Centrinis,Įrengtas,Nauja kanalizacija,Balkonas,"Su baldais, skalbimo mašina, šaldytuvas, virtuvės komplektas, viryklė",Kodinė laiptinės spyna,Išnuomojamas 1 kambario butas NaujininkuoseIšnuomojamas šviesus 1 kambario butas Naujininku rajone ilgalaikei nuomai. Butas nuomojamas be tarpininkų. Nuomos kaina 300 Eur + mokesčiai.Butas yra po remonto: *Nauja kanalizacija*Nauja santechnika*Nauji baldai *Nauja buitinė technikaKontaktinis numeris +37064607724. ,http://www.aruodas.lt/butu-nuoma-vilniuje-naujininkuose-panevezio-g-isnuomojamas-1-kambario-butas-naujininkuose-4-826877/,Vilnius
Valakampiuose,Nemenčinės p,65.13,599,9.2,FALSE,2,3,3,2005,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Kabelinė televizija, internetas","Balkonas, terasa","Su baldais, kondicionierius, skalbimo mašina","Kodinė laiptinės spyna, šarvuotos durys, signalizacija","LUXURY butas Valakampiuose: Išnuomojamas moderniai įrengtas 65 m2 butas su erdvia lauko terasa prestižiniame Valakampių rajone. • vieta automobiliui uždarame kieme; • lauko terasa, vitrininiai langai; • erdvi svetainės/virtuvės zona su naujais baldais; • virtuvėje visa reikalinga nauja buitinė technika (šaldytuvas, indaplovė ir t.t.); • miegamojo zona su baldais ir atskira drabužine; • erdvus Vonios/WC kambarys; • erdvus tamsus kambarys koridoriuje ir skalbimo mašina; • greta maisto prekių parduotuvė Maxima, klinika, mokyklos ir parkas; • viešojo transporto sustojimas vos už 50m; Apie vietą: Tai unikali ir labai miškinga teritorija, leidžianti kiekvienam jaustis ramiame gamtos prieglobstyje. Neries ir Valakampių parko supamas mikrorajonas gyventojus lepina sutvarkytais dviračių bei pasivaikščiojimų takais, slidinėjimo ir kitų žiemos pramogų trasomis, grynu pušynų oru.Skambinkite ar rašykite dėl detalesnės informacijos, mielai atsakysiu į visus klausimus ir pasirūpinsiu jūsų komfortišku įsikūrimu naujuose namuose. http://facebook.com/RasaREALestate 00**************************** FOR RENT 2 rooms (1 bedroom) luxury new apartment in the green area of Vilnius „Valakampiai“. It is very well developed area between parks, next to the river, schools, hospitals, shops, etc. There is well equiped kitchen open plan with living room, spacious bedroom, sep?rate laundry – storage room, bathroom. Apartment is fully furnished and equipped – fully ready for your move in. It can be provided with Satellite TV, fiber internet, telephone line. The maintaining company can take care of your and your families safety and all needs (many extra services including anti allergic care, dry cleaning, daily-weekly cleaning, absence maintenance, etc.). Trust your worries to us and we will give you a cozy new home with a friendly neighbors and professional maintenance team! http://facebook.com/RasaREALestate 00********** ?? ?????? ??????????? - ?????????? ??????? ?? ?????? ??????????? ?????? ????????????? ???????????. ??? ????????? ?????????????? ?????????? ??????? ??? ?????? ?? 00??? http://facebook.com/RasaREALestate        ",http://www.aruodas.lt/butu-nuoma-vilniuje-valakampiuose-nemencines-pl-luxury-butas-valakampiuose-isnuomojamas-4-826851/,Vilnius
Šnipiškėse,Konstitucijos p,130,1350,10.38,FALSE,3,16,27,2004,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Nauja kanalizacija, kabelinė televizija, virtuvė sujungta su kambariu",Vieta automobiliui,"Šildomos grindys, virtuvės komplektas, viryklė, šaldytuvas, skalbimo mašina, su baldais, dušo kabina","Kodinė laiptinės spyna, šarvuotos durys","Išnuomojami dizainerės įrengti labai stilingi ir jaukūs 3 kambarių apartamentai Europa dangoraižyje, apžiūrėti galima jau dabar!Prestižinė vieta ir puikūs panoraminiai vaizdai į Senamiestį!3 kambariai, 130 kv.m., Konstitucijos g. 9, su baldais, 16/27 aukštas, yra liftas.IŠPLANAVIMAS:- Svetainė kartu su virtuve-valgomuoju (~55 kv.m.)- Labai ervus įstiklintas balkonas - lodžija (~19 kv.m.)- Pagrindinis miegamasis (~ 18 kv.m.) su privačiu vonios kambariu (~13 kv.m.)- Miegamasis - vaiko/darbo kambarys (~17 kv.m.)- Papildomas vonios kambarys (~4 kv.m.)- Tamsus kambarys - drabužinė (~4 kv.m.)ĮRENGIMAS: - Pilnai įrengta virtuvė su įmontuota aukščiausio lygio buitine technika.- Miegamajame dvigulė lova, sieninė spinta, privatus erdvus vonios kambarys (jacuzzi, pirtis)- Svetainėje valgomasis stalas, prabangus odinis minkštas kampas.- Vaiko - darbo kambaryje - lova, darbo stalas.- Bute šarvuotos durys, saugi rakinama laiptinė, fizinė apsauga. ŠILDYMAS: - Šildymas kolektorinis, reguliuojamas ir su individualia apskaita.- Įrengta oro kondicionavimo sistema.PARKAVIMAS: - Yra galimybė parkavimui 1 ar 2 automobiliams stovėjimo aikštelėje.VIETA: - Labai patogus susisiekimas su visais miesto rajonais.- Puikiai išvystyta infrastruktūra – parduotuvės, mokyklos, darželiai, sporto klubai.- Puikus pasiūlymas norintiems gyventi puikiame bute pačiame miesto centre!Skambinti galite Jums patogiu laiku.Nepavykus prisiskambinti, rašykite SMS, perskambinsiu.--FOR RENT fully equipped a modern-style 3 rooms luxury apartment in very good area.AVAILABLE NOW!Exclusive apartments for a cozy stay in Vilnius!• Large living-room with kitchen and lounge area• The main bedroom (with spacious bathroom)• Work (children) room with all necessary furniture• Separate guest toilet, large wardrobe• Finest views of the city of Vilnius• The highest quality finishes, modern furniture• A kitchen with all necessary appliances• Air conditioning, adjustable heating, heated floors• Alarm, physical security, video cameras 24/7Don't hesitate to call!RebalticID: GK23271        ",http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-konstitucijos-pr-isnuomojami-dizaineres-irengti-labai-stilingi-4-826833/,Vilnius
Senamiestyje,Konstitucijos p,130,1350,10.38,FALSE,3,16,27,2004,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Nauja kanalizacija, kabelinė televizija, virtuvė sujungta su kambariu",Vieta automobiliui,"Šildomos grindys, virtuvės komplektas, viryklė, šaldytuvas, skalbimo mašina, su baldais, dušo kabina","Kodinė laiptinės spyna, šarvuotos durys","Išnuomojami dizainerės įrengti labai stilingi ir jaukūs 3 kambarių apartamentai Europa dangoraižyje, apžiūrėti galima jau dabar!Prestižinė vieta ir puikūs panoraminiai vaizdai į Senamiestį!3 kambariai, 130 kv.m., Konstitucijos g. 9, su baldais, 16/27 aukštas, yra liftas.IŠPLANAVIMAS:- Svetainė kartu su virtuve-valgomuoju (~55 kv.m.)- Labai ervus įstiklintas balkonas - lodžija (~19 kv.m.)- Pagrindinis miegamasis (~ 18 kv.m.) su privačiu vonios kambariu (~13 kv.m.)- Miegamasis - vaiko/darbo kambarys (~17 kv.m.)- Papildomas vonios kambarys (~4 kv.m.)- Tamsus kambarys - drabužinė (~4 kv.m.)ĮRENGIMAS: - Pilnai įrengta virtuvė su įmontuota aukščiausio lygio buitine technika.- Miegamajame dvigulė lova, sieninė spinta, privatus erdvus vonios kambarys (jacuzzi, pirtis)- Svetainėje valgomasis stalas, prabangus odinis minkštas kampas.- Vaiko - darbo kambaryje - lova, darbo stalas.- Bute šarvuotos durys, saugi rakinama laiptinė, fizinė apsauga. ŠILDYMAS: - Šildymas kolektorinis, reguliuojamas ir su individualia apskaita.- Įrengta oro kondicionavimo sistema.PARKAVIMAS: - Yra galimybė parkavimui 1 ar 2 automobiliams stovėjimo aikštelėje (už papildomą kainą)VIETA: - Labai patogus susisiekimas su visais miesto rajonais.- Puikiai išvystyta infrastruktūra – parduotuvės, mokyklos, darželiai, sporto klubai.- Puikus pasiūlymas norintiems gyventi puikiame bute pačiame miesto centre!Skambinti galite Jums patogiu laiku.Nepavykus prisiskambinti, rašykite SMS, perskambinsiu.--FOR RENT fully equipped a modern-style 3 rooms luxury apartment in very good area.AVAILABLE NOW!Exclusive apartments for a cozy stay in Vilnius!• Large living-room with kitchen and lounge area• The main bedroom (with spacious bathroom)• Work (children) room with all necessary furniture• Separate guest toilet, large wardrobe• Finest views of the city of Vilnius• The highest quality finishes, modern furniture• A kitchen with all necessary appliances• Air conditioning, adjustable heating, heated floors• Alarm, physical security, video cameras 24/7Don't hesitate to call!RebalticID: GK24800        ",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-konstitucijos-pr-isnuomojami-dizaineres-irengti-labai-stilingi-4-826829/,Vilnius
Senamiestyje,Vokiečių ,60,600,10,FALSE,2,2,3,1960,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,Internetas,Vieta automobiliui,"Skalbimo mašina, su baldais, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė, indaplovė, vonia",,"Išnuomojamas 60 kv. m. dviejų kambarių butas Vokiečių gatvėje. Puiki ne tik lokacija, bet ir vaizdas per langą. Butas įrengtas kokybiškai ir patogiai. Itališki baldai bei visa buitinė technika. O dar ir nemokamas parkavimas pačioje senamiesčio širdyje. Mylintiems miestą apie privalumus jame gyvenant – pasakoti neverta – visos mėgstamos kavinės pasiekiamos ranka, netoli glaudžiasi galerijos, muziejai bei parkas. Svarbu – laiptinė rakinama, todėl netikėtų svečių nebus. Papildoma įranga: skalbimo mašina, šildomos grindys, indaplovė, vonia. Mes - nekilnojamojo turto paslaugų įmonė „Tokarija“, Vakarų Lietuvos rinkoje sėkmingai dirbanti jau 27 -erius metus savo veiklą plečiame - nuo šiol mus sutikti galite ir Vilniuje bei jo apylinkėse. Kartu rasite ne tik NT problemų sprendimą, bet nepriekaištingą reputaciją ir klientų pasitikėjimą.  Siūlome Jums problemų susijusių su nekilnojamuoju turtu sprendimus: - Tarpininkavimas perkant, parduodant, nuomojant. (Dokumentų tvarkymas bei objekto paruošimas); - Nuomos administravimas; - Teikiame visas NT paslaugas išvykusiems į užsienį; - Statybų įteisinimas; - Pastato projekto parengimas ir redagavimas.(Projekto bei leidimų suderinimas su visomis institucijomis. Techninių sąlygų įgyvendinimas, inžinerinių tinklų projektavimas bei kiti statybos procesai iki statinio užbaigimo); - Paskirties keitimas, atidalijimas, paveldėjimas. (Dokumentų susijusių su bendrasavininkais tvarkymas). - Konsultacijos ir sprendimai dėl NT problemų. Dirbame kasdien nuo 9 iki 21 H. Rašykite: info@tokarija.lt www.tokarija.lt Visus savo nekilnojamojo turto rūpesčius palikite mums!        ",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-vokieciu-g-isnuomojamas-60-kv-m-dvieju-kambariu-butas-4-826775/,Vilnius
Verkiuose,Verkių ,142,1400,9.86,FALSE,4,2,3,2007,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Nauja kanalizacija, nauja elektros instaliacija, uždaras kiemas, internetas, kabelinė televizija, virtuvė sujungta su kambariu","Balkonas, vieta automobiliui","Kondicionierius, skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, indaplovė, dušo kabina, vonia","Šarvuotos durys, signalizacija, kodinė laiptinės spyna, videokameros, budintis sargas","Išnuomojamas išskirtinis, erdvus butas, uždarame „Verkių slėnio “ namų kvartale su parkavimo vietomis dviem automobiliams. Buto plotas -142 kv.m., suskirstytas į keturias gyvenamąsias erdves. Didelė svetainė su virtuvės zona, didelis miegamasis su vonios kambariu, du mažesni vaikų kambariai ir jiems skirtas vonios kambarys, buitinė patalpa - skalbykla. Taip pat net keturi balkonai. Butas įrengtas stilingai ir jaukiai, naudojant tik kokybiškas medžiagas.    Jūsų patogumui: kokybiški baldai, oro kondicionavimo sistema visuose kambariuose, kavos aparatas, orkaitė, indaplovė, šildomi stalčiai indams, indukcinė kaitlentė, skalbimo mašina, skalbinių džiovyklė. Labai svarbu – į nuomos kainą įtraukta net dvi parkavimo vietos.    Pastato energetinio naudingumo klasė – B, tad šildymas itin ekonomiškas. Namų kvartalas aptvertas, stebimas vaizdo kameromis ir saugomas apsaugos darbuotojo. Teritorija kruopščiai prižiūrima, valoma, puoselėjami gėlynai ir vejos. Kieme, pro langus matoma, vaikų žaidimų aikštelė.    Kvartalo vieta taip pat išskirtinė. Aplinkui gausu žalumos, visai šalia – Neries upė, 18 a. barokinė Šv. Trejybės (Trinapolio) bažnyčia, Vilniaus kalvarijos. Šalia čiurlena Cedrono upelis. Į rytus (įsauliui) tekantys Neries slėnio upelių vanduo laikytas šventu. Senovėje buvo laikoma, kad jie teikia gyvybę. Kiek toliau – Verkių dvaro parkas ir Verkių vandens malūnas.    Patogus susisiekimas. Visai šalia - dviračių ir pėsčiųjų takai. Netoli visuomeninio transporto bei City Bee automobilių nuomos stotelės. ",http://www.aruodas.lt/butu-nuoma-vilniuje-verkiuose-verkiu-g-isnuomojamas-isskirtinis-erdvus-butas-4-826705/,Vilnius
Pašilaičiuose,Pašilaičių ,56,380,6.79,FALSE,3,9,9,1985,0,FALSE,Monolitinis,Centrinis kolektorinis,Įrengtas,,,,,"Saulėtas, trijų atskirų kambarių butas. Mažos šildymo sąskaitos! Pilnai įrengtas, tvarkingas, su baldais (kiekvienam kambaryje yra lova ar sofa-lova, stalas, spinta), vonia ir tualetas atskirai, skalbimo mašina, įstiklintas balkonas, tamsus kambariukas, seifinės durys, tvarkinga laiptinė. Tinka trims studentams ar jauniems žmonėms.  Labai gera vieta - puikus susisiekimas visuomeniniu transportu, arti keli prekybos centrai. Laisvas nuomai nuo rugpjūčio 1 d.        ",http://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-pasilaiciu-g-sauletas-triju-atskiru-kambariu-butas-mazos-4-826647/,Vilnius
Pilaitėje,M. Mažvydo ,61,420,6.89,FALSE,2,6,7,2007,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Internetas, kabelinė televizija, virtuvė sujungta su kambariu",Balkonas,"Skalbimo mašina, su baldais, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė, vonia","Šarvuotos durys, signalizacija, kodinė laiptinės spyna","Išnuomojamas 2 kambarių butas Pilaitėje ( Vilnius) ilgesniam laikui. Butas yra patogaus ir erdvaus išplanavimo, langai ir lodžija yra į vakarinę pusę, todėl bute jauku ir šilta. Svetainė sujungta su virtuve.  Yra visi baldai ir buitinė technika, sofa-lova su foteliais, staliukas, spinta-slankiojančios sistemos, sekcija, lodžijoje - staliukas ir du foteliai. Miegamajame kambaryje yra didelė dvigulė lova, jaukus apšvietimas. Virtuvė puikiai įrengta, visa reikalinga įmontuota buitinė technika: viryklė, šaldytuvas, orkaitė, gartraukis, mikrobangų krosnelė.  Erdvus vonios kambarys, sūkurinė didelė vonia, didelis veidrodis, skalbimo mašina, grindyse įmontuotas stiklas, per kurį galite grožėtis rankomis sukurta smėlio bei kriauklių kompozicija. Visa tai, plius gražus apšvietimas leis Jums atsipalaiduoti bei pabūti romantiškoje aplinkoje. Langai - plastikiniai, dideli, todėl butas šviesus ir šiltas . Grindys - parketas, virtuvėje ir vonios kambaryje plytelės. Šarvuotos lauko durys. Įstiklinta lodžija su slankiojančiais langais. Reguliuojamas šildymas. Internetas. Kabelinė TV. Rakinama laiptinė. Signalizacija. Graži ir rami gyvenvietė. Visai šalia yra autobusų stotelė (200 m), ""PUPA"" prekybos centras, IKI, RIMI, MAXIMA XX, LIDL. Netoliese 3 ežerai (5-10 min atstumu). Geras ir greitas susisiekimas su visomis miesto dalimis, 15 min. iki centro. Jokių problemų su parkingu.  Netoliese yra vaikų darželis, dvi mokyklos – vos kelios minutės pėsčiomis.  Namo teritorija pilnai sutvarkyta, kieme įrengtos vaikų žaidimo aikštelės. Nedideli komunaliniai mokesčiai!!! Pageidaujami nuomininkai -jaunos šeimos be vaikų ir be augintinių. NUOMOJAME BE TARPININKŲ!!!        ",http://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-m-mazvydo-g-nuo-vasario-men-2017-m-isnuomojamas-2-4-217011/,Vilnius
Žvėryne,Sakalų ,90,950,10.56,TRUE,3,3,6,2008,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Tualetas ir vonia atskirai, nauja kanalizacija, nauja elektros instaliacija, uždaras kiemas, internetas, kabelinė televizija, virtuvė sujungta su kambariu","Vieta automobiliui, drabužinė","Skalbimo mašina, su baldais, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, indaplovė, dušo kabina, vonia","Šarvuotos durys, signalizacija, kodinė laiptinės spyna, videokameros","Išnuomojamas puikaus dizaino 3 kambarių (90 kv. m.) butas Žveryne, Sakalų g., (šalia Žveryno bažnyčios).. Svetainė kartu su virtuve. Atskirai du miegamieji, du san.mazgai: wc ir vonios kambarys su wc, vonia, dušo kabina. Atskira garderobinė. - nauji baldai - integruota buitinė technika (indaplove) - požeminis parkingas  (+ 50 eur) - reguliuojamas kolektorinis šildymas - liftas Rami ir saugi vieta. Šalia mokykla, vaikų darželis, miškas, Neris, Vingio parkas, begiojimo ir dviračių takai. Jau galima rezervuoti --------------------- Taip pat galime Jums pasiūlyti kitą puikų butą Žveryne už 750 Eur. Susisiekite dėl papildomos informacijos. -----------------------------  excellent design 3 room (90 square meters) Apartment in Žverynas, Sakalu 22 st. (Next to the church). Big Living room with a kitchen and wc for the guests. Separately two bedrooms. Master bedroom ha big bathroom (bide, bath and shower). Separate room for garderobe. - New furniture - Integrated appliances (dishwasher) - Underground parking (included in price) - Adjustable heating collector - Elevator Calm and safe place. Near school, kindergarten, forest, river Neris, Park Vingis, jogging and bike trails. Rent price plus municipal taxes for water, heating etc.  ------------------------- Also we can offer another 3 room apartment in Zverynas for 750 Eur. Please contact for additional information",http://www.aruodas.lt/butu-nuoma-vilniuje-zveryne-sakalu-g-isnuomojamas-puikaus-dizaino-3-kambariu-90-4-826595/,Vilnius
Senamiestyje,J. Jasinskio ,20,800,40,FALSE,1,5,6,1995,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Internetas, virtuvė sujungta su kambariu",Balkonas,Su baldais,Šarvuotos durys,"Išnuomojamas jaukus ir šviesus,  20m² kambarys viežbutyje ""Europa City"" Senamiestyje, J.Jasinskio g. Aukštas 5/6. Butas: GALIMA NUOMA DIENAI, SAVAITEI AR MĖNESIUI Erdvus vonios kambarys /WC.Šarvuotos durys. Internetas. Komunaliniai, kambario tvarkymas (1 kart savaitėje) lankymasis sporto salėje - NEMOKAMAI.• Individuali oro kondicionavimo sistema; • Šviesai nepralaidžios užuolaidos; • Minibaras; • Palydovinė televizija; • Darbo stalas; • Prieiga prie interneto; • Antialerginė patalynė; • Dušas / vonia, tualetas; • Plaukų džiovintuvas; • Batų valymo servetėlė; Galime pasiūlyti pusryčius +150 EUR - vienam žmogui/vienam mėn. Parkavimas bendras kiemas. Geras susisiekimas. Šalia prekybos centro ""IKI"". Rami vieta, centrinė vieta.        ",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-j-jasinskio-g-isnuomojamas-jaukus-ir-sviesus-20m-4-826529/,Vilnius
Senamiestyje,J. Basanavičiaus ,42,550,13.1,FALSE,1,2,2,1940,0,FALSE,Mūrinis,Elektra,Įrengtas,,,,,"NUOMOJAMAS ITIN ŠVIESUS IR JAUKUS -- NAUJAI ĮRENGTAS -- ŠILTAS 1 KAMBARIO BUTAS SENAMIESTYJE.  Tvarkinga laiptinė, prižiūrima, kaimynai ramūs, mašinos stovėjimas vidiniame kieme. Butas itin šviesus, jaukus, vieno kambario, atskirai už sienos miegamoji zona, kartu su židiniu. Tualetas su dušu kartu, prieškambaryje integruota sieninė spinta. ---- BUTAS JAU LAISVAS ---- IŠPLANAVIMAS: -- Miegamoji zona; -- Virtuvė kartu su svetaine; -- Vonios kambarys ir tualetas kartu; -- Prieškambaris su sienine spinta; ĮRENGIMAS: -- Visi baldai bute yra; -- Plastikiniai langai; -- Internetas; -- Televizija; -- Židinys valdomas elektroniškai;  -- Visa reikiama buitine technika: šaldytuvas, orkaite, viryklė, gartraukis, skalbimo mašina; ŠILDYMAS: -- Elektra; PARKINGAS: -- Bendras vidinis kiemas; -- Visada rasite vietą automobiliui; VIETA: -- Strategiškai patogi vieta, patogus susisiekimas viešuoju transportu ir nuosavu automobiliu; -- Vilniaus miesto pagrindinė gatvė; -- Ramūs kaimynai; -- Bute nesigirdi miesto šurmulio; -- Netoli viešojo transporto stotelės; -- Dviračių bei pasivaikščiojimo takai; -- Netoliese prekybos centrai, sporto klubai, bei Vilniaus pagrindinis parkas - Vingio parkas.  --- NĖRA TARPININKAVIMO MOKESČIO --- Skambinkite Jums patogiu laiku, atsakysime į Jums rūpimus klausimus. +37068420704 Aušra        ",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-j-basanaviciaus-g-nuomojamas-itin-sviesus-ir-jaukus-naujai-4-826515/,Vilnius
